Observation Count,Reporting_Location,Control,Test,Date,Cumulative Control,Cumulative Test
1785,SAF0043,1,1,12/31/2023,1,2
1786,SAF0044,0,1,12/31/2023,0,2
1787,SAF0045,0,1,12/31/2023,1,2
1788,SAF0046,0,1,12/31/2023,1,1
1789,SAF0047,0,1,12/31/2023,0,2
1790,SAF0048,1,1,12/31/2023,2,1
1791,SAF0049,0,1,12/31/2023,0,2
1792,SAF0050,1,1,12/31/2023,1,2
1793,SAF0051,0,1,12/31/2023,0,2
1794,SAF0052,0,1,12/31/2023,0,1
1795,SAF0053,0,1,12/31/2023,1,2
1796,SAF0054,1,1,12/31/2023,1,2
1797,SAF0055,0,1,12/31/2023,0,1
1798,SAF0056,0,0,12/31/2023,1,1
1799,SAF0057,1,1,12/31/2023,1,2
1800,SAF0058,0,1,12/31/2023,0,1
1801,SAF0059,0,1,12/31/2023,0,2
1802,SAF0060,1,1,12/31/2023,2,2
1803,SAF0061,0,0,12/31/2023,0,1
1804,SAF0062,1,0,12/31/2023,2,1
1805,SAF0063,0,0,12/31/2023,1,0
1806,SAF0064,1,1,12/31/2023,1,2
1807,SAF0065,0,0,12/31/2023,1,1
1808,SAF0066,0,1,12/31/2023,0,2
1809,SAF0067,1,0,12/31/2023,2,1
1810,SAF0001,1,1,1/14/2024,1,1
1811,SAF0002,0,1,1/14/2024,0,2
1812,SAF0003,0,0,1/14/2024,0,1
1813,SAF0004,0,1,1/14/2024,1,1
1814,SAF0005,0,0,1/14/2024,0,1
1815,SAF0006,0,1,1/14/2024,1,1
1816,SAF0007,0,1,1/14/2024,1,1
1817,SAF0008,1,1,1/14/2024,2,1
1818,SAF0009,1,1,1/14/2024,2,1
1819,SAF0010,1,1,1/14/2024,1,1
1820,SAF0011,0,1,1/14/2024,1,2
1821,SAF0012,0,1,1/14/2024,0,2
1822,SAF0013,1,0,1/14/2024,2,1
1823,SAF0014,1,1,1/14/2024,1,2
1824,SAF0015,1,1,1/14/2024,1,2
1825,SAF0016,0,1,1/14/2024,0,2
1826,SAF0017,1,0,1/14/2024,2,1
1827,SAF0018,1,1,1/14/2024,2,2
1828,SAF0019,1,1,1/14/2024,1,1
1829,SAF0020,1,1,1/14/2024,2,2
1830,SAF0021,0,1,1/14/2024,1,1
1831,SAF0022,0,1,1/14/2024,0,2
1832,SAF0023,1,1,1/14/2024,1,1
1833,SAF0024,1,1,1/14/2024,2,2
1834,SAF0025,0,1,1/14/2024,1,2
1835,SAF0026,0,1,1/14/2024,0,2
1836,SAF0027,0,1,1/14/2024,0,2
1837,SAF0028,1,1,1/14/2024,2,2
1838,SAF0029,0,0,1/14/2024,0,0
1839,SAF0030,1,0,1/14/2024,1,1
1840,SAF0031,0,1,1/14/2024,0,1
1841,SAF0032,0,1,1/14/2024,1,2
1842,SAF0033,1,1,1/14/2024,1,2
1843,SAF0034,1,0,1/14/2024,2,1
1844,SAF0035,0,0,1/14/2024,0,0
1845,SAF0036,1,1,1/14/2024,2,2
1846,SAF0037,0,1,1/14/2024,1,1
1847,SAF0038,0,1,1/14/2024,1,1
1848,SAF0039,1,1,1/14/2024,2,2
1849,SAF0040,0,1,1/14/2024,1,2
1850,SAF0041,1,0,1/14/2024,2,1
1851,SAF0042,1,0,1/14/2024,1,1
1852,SAF0043,1,0,1/14/2024,2,1
1853,SAF0044,1,0,1/14/2024,1,1
1854,SAF0045,0,1,1/14/2024,0,2
1855,SAF0046,1,1,1/14/2024,1,2
1856,SAF0047,1,0,1/14/2024,1,1
1857,SAF0048,0,1,1/14/2024,1,2
1858,SAF0049,0,1,1/14/2024,0,2
1859,SAF0050,0,1,1/14/2024,1,2
1860,SAF0051,0,1,1/14/2024,0,2
1861,SAF0052,0,1,1/14/2024,0,2
1862,SAF0053,0,1,1/14/2024,0,2
1863,SAF0054,0,1,1/14/2024,1,2
1864,SAF0055,1,1,1/14/2024,1,2
1865,SAF0056,1,0,1/14/2024,1,0
1866,SAF0057,0,1,1/14/2024,1,2
1867,SAF0058,0,1,1/14/2024,0,2
1868,SAF0059,0,1,1/14/2024,0,2
1869,SAF0060,1,0,1/14/2024,2,1
1870,SAF0061,0,0,1/14/2024,0,0
1871,SAF0062,0,1,1/14/2024,1,1
1872,SAF0063,0,1,1/14/2024,0,1
1873,SAF0064,0,1,1/14/2024,1,2
1874,SAF0065,1,1,1/14/2024,1,1
1875,SAF0066,1,1,1/14/2024,1,2
1876,SAF0067,0,1,1/14/2024,1,1
1877,SAF0001,1,0,1/28/2024,2,1
1878,SAF0002,0,1,1/28/2024,0,2
1879,SAF0003,1,0,1/28/2024,1,0
1880,SAF0004,0,1,1/28/2024,0,2
1881,SAF0005,1,1,1/28/2024,1,1
1882,SAF0006,1,0,1/28/2024,1,1
1883,SAF0007,1,1,1/28/2024,1,2
1884,SAF0008,1,1,1/28/2024,2,2
1885,SAF0009,0,1,1/28/2024,1,2
1886,SAF0010,0,1,1/28/2024,1,2
1887,SAF0011,1,1,1/28/2024,1,2
1888,SAF0012,0,1,1/28/2024,0,2
1889,SAF0013,0,1,1/28/2024,1,1
1890,SAF0014,1,0,1/28/2024,2,1
1891,SAF0015,1,0,1/28/2024,2,1
1892,SAF0016,0,1,1/28/2024,0,2
1893,SAF0017,1,1,1/28/2024,2,1
1894,SAF0018,1,1,1/28/2024,2,2
1895,SAF0019,0,1,1/28/2024,1,2
1896,SAF0020,0,0,1/28/2024,1,1
1897,SAF0021,1,1,1/28/2024,1,2
1898,SAF0022,0,1,1/28/2024,0,2
1899,SAF0023,0,1,1/28/2024,1,2
1900,SAF0024,1,1,1/28/2024,2,2
1901,SAF0025,0,0,1/28/2024,0,1
1902,SAF0026,0,1,1/28/2024,0,2
1903,SAF0027,0,0,1/28/2024,0,1
1904,SAF0028,0,1,1/28/2024,1,2
1905,SAF0029,1,1,1/28/2024,1,1
1906,SAF0030,0,1,1/28/2024,1,1
1907,SAF0031,1,1,1/28/2024,1,2
1908,SAF0032,1,1,1/28/2024,1,2
1909,SAF0033,1,0,1/28/2024,2,1
1910,SAF0034,1,1,1/28/2024,2,1
1911,SAF0035,0,1,1/28/2024,0,1
1912,SAF0036,1,1,1/28/2024,2,2
1913,SAF0037,1,1,1/28/2024,1,2
1914,SAF0038,0,1,1/28/2024,0,2
1915,SAF0039,1,0,1/28/2024,2,1
1916,SAF0040,1,1,1/28/2024,1,2
1917,SAF0041,0,1,1/28/2024,1,1
1918,SAF0042,1,0,1/28/2024,2,0
1919,SAF0043,0,1,1/28/2024,1,1
1920,SAF0044,0,1,1/28/2024,1,1
1921,SAF0045,1,1,1/28/2024,1,2
1922,SAF0046,0,1,1/28/2024,1,2
1923,SAF0047,0,0,1/28/2024,1,0
1924,SAF0048,0,1,1/28/2024,0,2
1925,SAF0049,0,0,1/28/2024,0,1
1926,SAF0050,0,0,1/28/2024,0,1
1927,SAF0051,0,1,1/28/2024,0,2
1928,SAF0052,1,1,1/28/2024,1,2
1929,SAF0053,1,1,1/28/2024,1,2
1930,SAF0054,0,0,1/28/2024,0,1
1931,SAF0055,0,1,1/28/2024,1,2
1932,SAF0056,1,1,1/28/2024,2,1
1933,SAF0057,0,1,1/28/2024,0,2
1934,SAF0058,0,1,1/28/2024,0,2
1935,SAF0059,1,1,1/28/2024,1,2
1936,SAF0060,1,1,1/28/2024,2,1
1937,SAF0061,0,1,1/28/2024,0,1
1938,SAF0062,1,0,1/28/2024,1,1
1939,SAF0063,1,1,1/28/2024,1,2
1940,SAF0064,0,1,1/28/2024,0,2
1941,SAF0065,0,1,1/28/2024,1,2
1942,SAF0066,0,0,1/28/2024,1,1
1943,SAF0067,1,1,1/28/2024,1,2
1944,SAF0001,1,1,2/11/2024,2,1
1945,SAF0002,0,1,2/11/2024,0,2
1946,SAF0003,0,1,2/11/2024,1,1
1947,SAF0004,1,1,2/11/2024,1,2
1948,SAF0005,1,1,2/11/2024,2,2
1949,SAF0006,0,1,2/11/2024,1,1
1950,SAF0007,1,1,2/11/2024,2,2
1951,SAF0008,0,1,2/11/2024,1,2
1952,SAF0009,1,1,2/11/2024,1,2
1953,SAF0010,0,1,2/11/2024,0,2
1954,SAF0011,0,1,2/11/2024,1,2
1955,SAF0012,1,1,2/11/2024,1,2
1956,SAF0013,0,1,2/11/2024,0,2
1957,SAF0014,0,1,2/11/2024,1,1
1958,SAF0015,0,1,2/11/2024,1,1
1959,SAF0016,0,1,2/11/2024,0,2
1960,SAF0017,0,0,2/11/2024,1,1
1961,SAF0018,1,0,2/11/2024,2,1
1962,SAF0019,1,0,2/11/2024,1,1
1963,SAF0020,0,1,2/11/2024,0,1
1964,SAF0021,0,1,2/11/2024,1,2
1965,SAF0022,1,1,2/11/2024,1,2
1966,SAF0023,1,1,2/11/2024,1,2
1967,SAF0024,1,1,2/11/2024,2,2
1968,SAF0025,1,0,2/11/2024,1,0
1969,SAF0026,1,1,2/11/2024,1,2
1970,SAF0027,1,1,2/11/2024,1,1
1971,SAF0028,1,1,2/11/2024,1,2
1972,SAF0029,0,1,2/11/2024,1,2
1973,SAF0030,1,1,2/11/2024,1,2
1974,SAF0031,0,0,2/11/2024,1,1
1975,SAF0032,0,1,2/11/2024,1,2
1976,SAF0033,1,0,2/11/2024,2,0
1977,SAF0034,0,1,2/11/2024,1,2
1978,SAF0035,0,0,2/11/2024,0,1
1979,SAF0036,1,1,2/11/2024,2,2
1980,SAF0037,1,1,2/11/2024,2,2
1981,SAF0038,1,1,2/11/2024,1,2
1982,SAF0039,0,1,2/11/2024,1,1
1983,SAF0040,1,1,2/11/2024,2,2
1984,SAF0041,1,1,2/11/2024,1,2
1985,SAF0042,1,1,2/11/2024,2,1
1986,SAF0043,1,1,2/11/2024,1,2
1987,SAF0044,1,1,2/11/2024,1,2
1988,SAF0045,0,0,2/11/2024,1,1
1989,SAF0046,0,1,2/11/2024,0,2
1990,SAF0047,0,0,2/11/2024,0,0
1991,SAF0048,1,1,2/11/2024,1,2
1992,SAF0049,1,0,2/11/2024,1,0
1993,SAF0050,0,1,2/11/2024,0,1
1994,SAF0051,0,1,2/11/2024,0,2
1995,SAF0052,0,1,2/11/2024,1,2
1996,SAF0053,1,1,2/11/2024,2,2
1997,SAF0054,0,1,2/11/2024,0,1
1998,SAF0055,1,0,2/11/2024,1,1
1999,SAF0056,0,1,2/11/2024,1,2
2000,SAF0057,0,0,2/11/2024,0,1
2001,SAF0058,0,0,2/11/2024,0,1
2002,SAF0059,0,0,2/11/2024,1,1
2003,SAF0060,1,0,2/11/2024,2,1
2004,SAF0061,1,0,2/11/2024,1,1
2005,SAF0062,0,1,2/11/2024,1,1
2006,SAF0063,1,1,2/11/2024,2,2
2007,SAF0064,0,1,2/11/2024,0,2
2008,SAF0065,0,1,2/11/2024,0,2
2009,SAF0066,1,0,2/11/2024,1,0
2010,SAF0067,1,1,2/11/2024,2,2
